title;sentiment_ml_finance
IHSG Ditutup di Zona Merah di 7.030;1
Apa Itu Teks Argumentasi? Ini Pengertian, Struktur, Ciri, dan Contohnya;1
Dolar AS Kian Perkasa;2
Utang Pemerintah Sudah Tembus Rp 8.444 Triliun, Hampir 40% PDB!;2
Rupiah Keok Pagi Ini, Dolar AS Sempat ke Level Rp 15.700;1
Breaking! Bank Mandiri (BMRI) Cetak Laba Rp55,78 T Sepanjang 2024;1
Mencermati Dampak Eskalasi Ketegangan di Timur Tengah;1
Regional Banks Struggle for Profit Amid Pressured Liquidity;1
Bank Panas Dingin Berebut 'Rupiah', Ini Tanggapan Menko Airlangga;0
Rapor Laba Bank BUMN 2024: BRI Terbesar, BRIS Tumbuh Paling Tinggi!;2
Dolar AS Masih Betah di Level Rp 16.200-an;2
IHSG Senin Pagi Bergerak di Zona Merah ke Level 7.242;1
Pinjol Dana Pendidikan, Sebuah Solusi?;1
Di Zona Hijau Sepanjang Hari, IHSG Ditutup Menguat ke Level 7.083;2
BI Pede Nilai Tukar Rupiah Perkasa di 2024, Ini Pendorongnya;2
Jelang Debat Cawapres, IHSG Dibuka Naik Tipis;2
Bursa Asia 'Kebakaran', IHSG Ikut Dibuka Merah;1
3 Koin Kripto Ini Diramal Terbang di Februari, Bitcoin Bisa Rekor Lagi;1
BI Pastikan Likuiditas Perbankan Aman Meski Suku Bunga Acuan Naik;2
Video: Pasar Penuh Gejolak, Rebound IHSG & Rupiah Kuat Berapa Lama?;0
IHSG Diperkirakan Melemah Jelang Long Weekend, Saham Apa yang Bisa Cuan?;0
Black Monday Guncang Pasar Modal Dunia, Petaka 1987 Terulang?;0
DPR Soroti Asumsi Kurs Rp16.100/US$ di APBN Pertama Prabowo;1
Menteri Erick Ajak Bank Swasta Ikut Permudah Akses KPR;1
Bos BSI (BRIS) Beberkan Strategi Bisnis Tahun Ini, Ada yang Disiapkan;1
Santri Pangandaran Berdikari Lewat Melon Sultan;1
Video: IHSG Ditutup Ambles Lebih dari 2%, Balik ke Level 6.800;0
Bos OJK Beberkan Permodalan Perbankan RI Salah Satu Terkuat di Dunia;1
Bawa Kabar Buruk Usai dari AS, Sri Mulyani Ungkap Beban Utang Negara Berkembang;0
Pemerintah Tambah Utang, Cadangan Devisa Naik Jadi US$156,1 M;2
IHSG Fluktuasi dan Cenderung Lesu, Minat Trader Terhadap Bursa Amerika Meningkat;2
Analisis Penyebab IHSG Ambruk Hingga 3% Lebih;0
Sri Mulyani di Rapat IMF-Bank Dunia, Soroti Iklim hingga Geopolitik;1
Rupiah Loyo, Dolar AS Makin Kokoh di Rp 15.700-an;0
Ramalan BI Jika Trump Menang Pilpres AS: Rupiah Melemah-Perang Dagang!;0
Duh IHSG Masih Loyo Terus Nih;0
Usai Klaim Kemenangan Muncul Dugaan Kecurangan;1
IHSG Ditutup Lesu di Zona Merah;0
Perbedaan Taperum PNS dan Tapera: Iuran, Peserta hingga Manfaat;1
Bukti Baru Kantong Warga RI Kempes, Terlihat dari Sini;1
Harga Emas Terus Naik, Ini Tips Investasi Logam Mulia;2
Dolar AS Terbang ke Posisi Rp 15.574;1
Ragam Tantangan Ekonomi di Era Presiden Prabowo;1
Pengusaha Ungkap Biang Kerok di Balik Pabrik Sepatu Bata Tutup;1
Belum Dilantik, Trump Sudah Buat Repot Prabowo;1
129 Juta Orang RI Punya Pinjaman Online, Total Rp 874 Triliun;1
Pegadaian Cuan Rp 2,9 T di Semester I!;1
BI Siap Tambah Insentif Buat Sukseskan Program 3 Juta Rumah Prabowo;2
Komisi III DPR Dukung Polri: Ada Kelemahan Pengawasan Judol di Komdigi;1
Koreksi Pasar: Loyo Cuan Saham Taipan;1
Awas! Ini Bahaya Ngeri Jika Nasabah Tarik Uang Massal di Bank;0
"Video: Investasi Pilihan Asset Manajer Hadapi ""Manuver"" Trump";1
Ketua Banggar DPR Beberkan Strategi Capai Ekonomi RI Tumbuh 5,4%;2
Ada Sidang Sengketa Pilpres MK, Asing Ramai-Ramai Kabur dari RI;1
IHSG Lemas & Asing Kabur Bawa Uang Rp4,7 T, Ini Pesan OJK;0
Seharian di Zona Hijau, IHSG Ditutup Menguat ke 7.163;0
30 Contoh Kalimat Basis Sebagai Sebuah Fondasi, Lengkap dengan Makna;1
Kuota FLPP Habis, Bos BTN: Ada 25 Ribu Rumah MBR yang Belum Akad;1
IHSG Menguat di Level 7.165;2
Alasan DHE 100% Wajib Simpan di RI: Biar Rupiah Tak Gampang 'Goyang';1
Dolar AS Perkasa, Bank Mulai Jual Rp 16.000;1
Begini Rencana Anies, Prabowo, Ganjar Dongkrak Pasar Modal RI;1
Kinerja Positif, Bank Daerah Geber Pertumbuhan Bisnis Berkelanjutan;2
Belajar dari Olokan Miftah Maulana ke Penjual Es Teh;1
Ekonomi Menantang, Bos BEI Waspada Sentimen Global Goyang Pasar Saham;0
Lakon Hasto di Kasus Harun Masiku;1
Zona Merah, IHSG Nyungsep ke Level 7.500-an;1
Implementasi QRIS Bali Terbaik di Indonesia;1
BI Rate Turun, Ekonom: di Luar Ekspektasi;0
Daftar 19 Bank Tutup, Terbaru di Papua;1
Padahal Lagi Loyo, Dolar AS Menguat Tipis Terhadap Rupiah;0
IHSG Diperkirakan Masih di Bawah 7.000, Cek Rekomendasi Saham di Sini;1
IHSG Diprediksi Menguat, Simak Sentimen Domestik dan Global;2
Video: Bank Mandiri Makin Solid, Kredit Tinggi Hingga NPL Terendah;0
IHSG Ditutup Anjlok ke Level 6.875, Dua Sentimen Pemicu Ini Jadi Sorotan;0
Suzuki Belum Mau Revisi Harga Motor Meski Dolar Terus Meroket;2
Suhu Politik Amerika Usai Donald Trump Ditembak;1
Daftar 16 Bank Tutup hingga Desember!;1
Terungkap Biang Kerok Gula Langka dan Mahal Tembus Rp 23.000/Kg;0
Harga Pertamax Naik! Ini Perbandingannya dengan BBM Merek Lain;2
Heboh Soal Racun di Buah Impor;1
Free Health Checks Begin, Health Issuers Make Strategic Moves;1
Dolar AS Betah di Rp 16.200, Bisakah Balik ke Rp 6.500 Seperti Era Habibie?;1
PDIP Ajak Cari Jalan Keluar PPN 12%: Mari Berdoa Pemerintah Miliki Mitigasi;1
Harga BBM Bisa Naik Bulan Juli, Ini Penyebabnya;2
Investor Jangan Panik! Sunarso Ungkap Fundamental BRI Kuat & Solid;2
BI Naikan Suku Bunga buat Topang Rupiah, Industri Ritel Kena Efek Sampingnya;0
Bank Mandiri (BMRI) Diramal Tutup Tahun 2024 dengan Pendapatan Bunga hingga Rp100 Triliun;1
Miris! Warga RI Berbondong-Bondong Bikin Kaya Malaysia;0
BTN Laporkan Laba Turun Jadi Rp 3 T, Aset Naik 7% Sepanjang 2024;0
Pemerintah Ubah Formula Perhitungan Harga Jual Eceran BBM;1
TKN Prabowo-Gibran Beberkan Program Bagi-bagi Susu Gratis;1
IHSG Loyo, Dibuka Menguat Sebentar Langsung Merosot ke Zona Merah;0
Rupiah Semakin Tertekan, Dolar AS Sentuh Rp 16.200!;0
Sri Mulyani Sindir Orang RI yang Histeris Lihat Jumlah Utang Pemerintah;1
Dinaikkan BI Jadi 6,25%, Apa itu Suku Bunga Acuan?;2
Alhamdulillah! Airlangga Bawa Kabar Baik buat Ekonomi RI;1
Rupiah Berotot Lagi, Dolar AS Makin Menjauh dari Rp 16.400;0
Berdamai dengan Cuaca hingga Wacana Perbaikan Iklim di Era Prabowo-Gibran;1
3 Hari Harga CPO Naik Terus, Tanda Sahamnya Bisa Bangkit?;2
Kripto Jadi Investasi Paling Berisiko, Ini Alasannya;0
Rupiah Nelangsa di Akhir Pekan, Dolar Ditutup di Rp 16.205;1
Membaca Dampak Penghapusan Presidential Threshold 20 Persen Bagi Rakyat;1
Devisa Hasil Ekspor SDA 100% Wajib Disimpan di RI, Ini Usulan Waka MPR;1
Kata BP Tapera yang Sudah Salurkan Rp 10 T untuk 83.680 Unit Rumah;1
Mengukur Dampak Perang Iran Vs Israel ke IHSG dan Nilai Tukar Rupiah;1
IHSG Dibuka di Zona Hijau, Naik ke Level 7.526;2
Khofifah Pimpin RUPS Bank Jatim, Beri Pesan Khusus Soal Pertumbuhan Ekonomi;1
Debitur Terdampak COVID-19 di Bank Mandiri Masuk Tahap Normalisasi;1
PR Prabowo Usai Resmi Jadi Presiden Terpilih;1
IHSG Hari Ini Diramal Bergerak Fluktuatif;0
Dana Asing Banjiri Pasar Saham Asia, 3 Bulan Tembus Rp 294 T;2
OJK Blokir 6.056 Rekening Terkait Judi Online;1
Saham Bank Jumbo Ambruk, Bos BNI (BBNI): Tunggu Saja Pasti Balik;1
Laba Bersih Bank BJB Tembus Rp 1,16 T di Kuartal III-2024;2
Saham BRIS Cetak Rekor Baru di Rp 3.180, Ini Penyebabnya;2
BI Rate Naik, BRI Tetap Optimis Penyaluran Kredit Tumbuh Double Digit;2
IHSG Pagi Ini Dibuka di Zona Hijau;1
OJK Sanksi 45 Pelanggar Pasar Modal, Denda Miliaran hingga Cabut Izin Usaha;1
IHSG Ditutup Melonjak 75 Poin, Rupiah Menguat ke Level 16.200-an;2
Kabar Baik! BI Perpanjang Insentif DP 0% Rumah Sampai 2025;2
Rupiah Keok Bikin Dolar AS Tembus Rp 16.000, BI Buka Suara;0
Kisah Sukses Habibie Kendalikan Dolar dari Rp16.000 ke Rp6.550;1
Dolar AS Kamis Pagi Menguat 0,11% di Rp 15.709;2
IHSG Hari Ini Seharian di Zona Merah, Ditutup Loyo ke 7.527;0
Nilai Tukar Rupiah Terhadap Dolar Melemah Imbas Data Ekonomi AS;0
OJK Cabut Izin BPR Lubuk Raya Mandiri di Padang;1
Sentimen DHE Masih Jadi Vitamin Rupiah, Dolar Turun ke Rp 16.275;0
Rupiah Keok Lawan Dolar AS, Sri Mulyani: Ada yang Lebih Parah;0
Makanan Bergizi Gratis, Jembatan Menuju RI Bebas Stunting;1
Dolar AS Tembus Rp 16.200, OJK Buka-bukaan Ketahanan Bank RI;2
Dolar AS Melemah Lawan Rupiah Hari Ini;0
Populer di Kalangan Gen-Z, Pakar Unair Ingatkan Risiko Penggunaan Paylater;1
Konflik Iran Vs Israel Bikin Was-was, Sri Mulyani hingga Airlangga Rapat Darurat;0
Indonesia Emas dan Dunia Bipolar;1
Ini Gaji Terkecil dan Batas Usia Pay Later, Aturan Baru OJK Disiapkan;1
Pasar Optimis, IHSG Masih Betah di Zona Hijau;1
Trump Mulai Lancarkan Perang Tarif, Korbannya Kanada-Meksiko-China;2
Pupus Harapan Masuk MSCI! Saham Prajogo Pangestu Rontok Berjamaah;0
Prediksi IHSG Hari Ini Menguat ke 7.300, Cocoknya Beli Saham Apa?;2
Politik Dalam Negeri Stabil, Jokowi: Melegakan Buat Industri Keuangan;2
Bahlil Sebut RI Rugi Rp 500 Triliun Akibat Impor BBM;0
Gubernur BI Ungkap Rupiah Bisa Perkasa Lagi!;0
Likuiditas Sulit, Krom Bank Proyeksi Ada Potensi Perang DPK di Tahun 2025;0
Saham Potensial Hari Ini: Mulai Big Bank Hingga Saham Konglo;1
Harga Sudah Naik, Rumah Subsidi Masih Laku?;2
Cermati Rekomendasi Saham Pilihan dan Proyeksi IHSG untuk Hari Ini (13/2);1
Selain Saham, Ternyata Warren Buffett Pilih Investasi di Sini;1
Bos BI: Penurunan Suku Bunga Ke Depan Terbatas;0
Breaking! IHSG Anjlok 1% Lebih, Ini Saham Biang Keroknya;0
Perjalanan Laba BRI: Dari Rp 6 T Kini Tembus Rp 60 T;2
Dolar AS Menguat Lagi, Rupiah Terkapar;2
Kekhawatiran Besar Saat Trump Menang, Investor Disarankan Begini!;0
IHSG Dibuka Menguat, tapi Tak Lama Melempem ke Zona Merah;0
BI Ungkap Kondisi Ekonomi RI di Tengah Ketidakpastian Global;0
Awal Pekan Dolar AS Menguat 0,15% di Rp 16.220;2
Harga Minyak Naik Gegara AS dan China, Kok Bisa?;2
Menyingkap Celah Sirekap;1
Dibanding Bitcoin, Warren Buffett Pilih Investasi Lahan Pertanian;1
Minim Sentimen, IHSG Masih Dibayangi Fluktuasi Rupiah dan Capital Outflow;0
Jalur Pantura Indramayu, Riwayatmu Kini;1
Sri Mulyani Ungkap Awal Mula Kasus BLBI hingga Utang Obligor;1
"Menakar Potensi <em>Cuan</em>, Riwayat Laba Bersih hingga Prospek BCA (BBCA) Jelang Paparan Kinerja 2024&nbsp;";1
Dolar AS Tak Berdaya Hadapi Rupiah yang Lagi Berotot Pagi Ini;0
Kisah Sukses Pengusaha Jambu Berkat Pemberdayaan BRI;1
Wait and See Data Payroll AS, Rupiah Masih Rawan Melemah!;0
Beri Kado HUT Ke-129, BRI Bagikan Dividen Interim Sebesar Rp 20,46 T;1
IHSG Hari Ini Diprediksi Menguat, Cocoknya Beli Saham Apa?;2
Kejadian Lagi yang Bikin Jokowi Ketar-ketir, Dolar AS Tembus Rp 16.200;0
Komisi XI DPR Dukung BI Beri Insentif Likuiditas Program 3 Juta Rumah;2
IHSG Dibuka Bangkit, Bakal Makin Perkasa?;2
The Fed Tetap Galak, Dolar Ngamuk Hingga Sentuh Rp16.300;0
Dolar AS Melempem ke Rp 16.179 di Awal Pekan;0
Ini Masa-Masa Kritis Rupiah di Era Jokowi, Sampai Tembus Berapa?;1
Begini Cara Sri Mulyani Simpan Uang Negara Ribuan Triliun;1
IHSG Dibuka Menguat ke Level 7.668;2
IHSG Hari Ini Dibuka Melesat ke 7.266;2
Konflik di Timur Tengah, Luhut: NU Harus Pimpin Upaya Perdamaian;1
Kredit BNI (BBNI) Tumbuh Dua Digit Sepanjang 2024, Jadi Rp775,87 T;2
Kinerja Solid & Dilirik Asing, Analis Ungkap Prospek Saham TUGU;1
Pasar Kripto Pesta Pora Jelang Pengumuman Suku Bunga The Fed;1
Sri Mulyani-Bos BI Pede Ekonomi RI Tumbuh 5% di Kuartal I 2024;2
Pelaku Pasar Tunggu Hasil Pemilu hingga RDG BI, IHSG Menguat?;2
1 Ringgit Berapa Rupiah? Begini Cara Ceknya Secara Online;1
Analisis Penyebab IHSG Ambles Nyaris 2% Hingga Balik ke Level 6.800;0
'Jajan' Pakai Uang Kementan;1
Adu Otot dengan Dolar AS, Rupiah Pagi Ini Menang Tipis;0
Pilkada Jakarta, Panas Jelang Debat Kedua!;0
Dolar AS Hari Ini Melemah, tapi Masih Betah di Rp 16.100;0
Bank Mandiri Tahun Ini Bakal Agresif Dominasi DPK dan Kredit Industri;2
Dolar AS 'Menyala' Lawan Rupiah ke Level Rp 15.681;1
Pj Gubernur Pastikan Pasokan BBM dan LPG di Jatim Aman hingga Lebaran 2024;2
Bikin Takut Bank-Bank Besar RI, Isu Ini Bakal Lanjut Tahun Depan;1
Gonjang-ganjing Harga Emas di Akhir Tahun, Waktunya Jual atau Beli?;0
Pasar Kripto Terus Berkembang, Trader Wajib Baca Pedoman Ini;2
(Lebih) Menseriusi Polemik Perberasan;1
IHSG Ditopang Stabilitas Inflasi, Capital Outflow Masih Harus Diwaspadai;0
BI Catat Uang Beredar di RI Capai Rp 9.210,8 T;2
BNI Raih Pinjaman Rp 9 Triliun dari 6 Bank Asing;2
Membangun Ketahanan UMKM;1
Dolar AS Masih Menguat, Rupiah Tertekan;0
Segini Nih Kenaikan Harga Barang Elektronik Gara-gara Dolar AS Tinggi;0
Pegawai Komdigi Tak Jalankan Pemblokiran, Situs Judi Online Terus-terusan Lolos;1
Dolar AS Tembus Rp 16 Ribu, Syarief Hasan: Harga Beli Minyak Kian Tinggi;0
Jelang Pencoblosan, IHSG Ditutup Merosot ke 7.209;0
IHSG Happy Weekend, Pekan Depan Siap Jajal Level 7.800?;1
Merapat! Ini Saham yang Berpotensi Cuan Hari;1
Dolar AS Masih Betah di Bawah Rp 16.000;0
The Fed Punya Alasan Kuat Berhati-hati Pangkas Suku Bunga;1
Akhir Pekan, IHSG Dibuka Kebakaran!;1
Tangan Dingin Irul Mahpuduah Rintis Kampung Kue Surabaya;1
Ada 42 Ribu Unit Rumah Subsidi Siap Huni Awal 2025;1
129 Saham Melemah, IHSG Dibuka Loyo ke 7.073;0
Analis Ramai-Ramai Rekomendasi Beli Saham GOTO, Segini Targetnya;1
Momen 100 Hari Prabowo, Sudah Ada Kebijakan Apa Saja?;1
Dolar AS Tembus Rp 16.400, Gubernur BI Ungkap Biang Keroknya!;0
Cadev RI Tumbuh Signifikan, Dolar Turun ke Rp 16.000;0
Waskita Karya Resmi Keluar dari Daftar Hitam Kementerian ESDM;1
OJK: Sepanjang 2024 Bank Tumbuh Sesuai Target;2
Asing Terciduk Obral 10 Saham Ini Saat IHSG Terperosok;0
DPR-Pakar Ekonom Bedah Kebijakan APBN 2025, Live Streaming di detikcom!;1
IHSG Dibuka Menguat Jelang Libur Panjang, Begini Pergerakannya;2
Bagaimana Masa Jabatan Kedua Trump Dapat Membentuk Masa Depan Kripto?;1
Harga Referensi CPO Turun Jadi US$ 1.059/MT;0
Setelah Ditikung Singapura Berulang Kali, Izin Konser Dipermudah;1
Kondisi Terkini Bank di Indonesia;1
Dolar AS Tak Berdaya Hadapi Rupiah yang Lagi Berotot Pagi Ini;0
Video: Kolaborasi, Kunci BPR Syariah Perkuat Likuiditas & Digitalisasi;1
Dibantu Israel, Dolar Ngamuk & Dekati Rp 15.700: Rupiah Tak Berkutik;1
Memahami Arti BPA Free Hingga Ujian Luna Maya di Sumala;1
Wanti-wanti Analis Soal Cerahnya IHSG Usai Prabowo-Gibran Menang;2
Kredit Bermasalah Dua Bank Konglomerat Lompat;1
IHSG Moncer, Investor Asing Borong Saham Emiten RI hingga Rp 20 Triliun;1
IHSG Babak Belur Lagi, Saham BREN Anjlok 14% & CUAN Sentuh ARB;0
Dolar AS Menguat ke Rp 15.619 Jelang Akhir Pekan;2
Prediksi IHSG Hari Ini Naik atau Turun?;0
BRI Cuan Rp 29,90 Triliun di Triwulan II 2024, Ini Sektor Penopangnya;1
SBN Kalah Beken dari SRBI, Kantor Sri Mulyani Buka-Bukaan;0
Pantau Arus Keuangan Bisnis Lebih Mudah dengan QLola by BRI;1
Kantong Warga RI Bisa Makin Kempes Gegara Dolar AS Tinggi, Apa Solusinya?;0
IHSG Merosot ke Zona Merah Saat Pembukaan;0
Bom Waktu Eskalasi Perang Timur Tengah, Apa Dampaknya bagi RI?;1
Hadi Tjahjanto & Sri Mulyani Hibahkan Aset Eks BLBI Rp 2,77 Triliun ke 9 K/L;1
Dolar Meroket, Produsen Bakal Kerek Harga Motor di Indonesia?;2
Mempelajari Modus Beking Judi di Komdigi;1
Bos BI Ungkap Cara Stabilkan Rupiah, Dolar Turun ke Rp 16.195;0
Cerita Prabowo Dapat Ancaman IHSG Anjlok Saat Umumkan Makan Bergizi Gratis;0
Jelang Akhir Pekan, IHSG Dibuka Menguat ke Level 7.660;2
IHSG Menguat Pagi Ini ke Level 7.234;2
Ngamuk, IHSG Melesat 1,74% Usai Terkapar 5 Hari Beruntun;2
BI Siapkan SVBI & SUVBI Tampung Dolar Eksportir, Dijamin Cuan!;1
Posisi Investasi Internasional RI Turun, BI Ungkap Biang Keroknya;0
Begini Prediksi IHSG Usai Long Weekend;1
Pertamina Sesuaikan Harga BBM Non Subsidi, Ini Rinciannya;1
Money Changer: Arti, Syarat, dan Cara Tukar ke Valuta Asing;1
BRI Cetak Laba Rp 60 T di 2023, Tumbuh Dobel Digit 17%;2
Potensi Besar Green Economy Untuk Wujudkan Indonesia Emas 2045;1
Kompak Dengan Bursa Asia, IHSG Mengawali Pekan Dengan Penguatan;0
IHSG Ditutup Menguat, Saham Milik Prajogo Pengestu TPIA dan RATU Melesat;2
Total Biaya Mudik Bekasi-Semarang PP Naik Mobil Listrik, Cuma Habis Segini;1
Dolar AS Menguat ke Rp 16.217 Pagi Ini;2
2,6 Juta UMKM Dapat Akses Pembiayaan KUR BRI Sepanjang 2024;1
25 Contoh Soal Ekonomi Kelas 10 Semester 2 Kurikulum Merdeka dan Jawabannya;1
NPL Turun, Bos BRI Ungkap Strategi Tingkatkan Kualitas Aset;0
Cuma Pertamina yang Tak Naikkan Harga BBM, Ini Alasannya;0
Jakarta Milik Anies Baswedan?;1
Alasan Rupiah 'Berpesta' di Pelantikan Trump, Dolar Bisa Rp15.000an?;1
IHSG Ditutup di Zona Hijau, Melesat ke Level 7.606;2
IHSG Lesu, Investor Harap-harap Cemas RUU Pilkada Disahkan;0
Cermati Saham-Saham Favorit Investor Asing Kemarin Saat IHSG Rebound;1
Kekuatan AS & Perang Arab Bentrok: Bagaimana Nasib Emas Pekan Ini?;0
Bos BSI Buka-bukaan Mimpi Kuasai 30% Pangsa Pasar;1
IHSG Seharian di Zona Merah, Ditutup Loyo ke 7.240;0
BI Guyur Likuiditas Rp256 T ke Bank, Pengusaha Ini Paling Happy!;2
Meneropong Ekonomi Indonesia di Tengah Tekanan Geopolitik Global;1
Gaji Karyawan Dipotong Tapera buat Nombok APBN? Ini Kata Kemenkeu;1
Rupiah Lesu, Dolar AS Masih Kokoh di Rp 15.900-an;0
Ini Laporan Kinerja APBN Sampai Akhir Oktober 2024;1
Maaf, Belum Ada Kabar Baik! Investor Mesti Waspada Hari Ini;0
Bunga Acuan BI Turun Jadi 6%!;0
Awas Rencana Trump Soal Utang: Sri Mulyani Bakal Makin Pening!;0
Membangun Citra Lewat Kinerja KPK di Bawah Kepemimpinan Baru;1
Rupiah Letoi, Dolar AS Masih Betah di Rp 15.000-an;1
IHSG Ditutup Melemah 0,47% ke 7.130;0
Dolar AS Bakal Terus Perkasa, Airlangga Ungkap Penyebabnya;0
Bos BI Pede Rupiah Kembali Perkasa!;0
RI Targetkan Ekonomi 5,2% di 2024, Sederet Hal Ini Jadi Tantangan;1
Menakar Nasib Timnas Indonesia U-23 Tanpa Struick;1
Video: Perkuat Perbankan, Mandat LPS Diperluas Setara LPS Negara Maju;1
Padahal Lagi Loyo, Dolar AS Menguat Tipis Terhadap Rupiah;0
Dolar AS Diprediksi Terus-terusan Gebuk Rupiah;2
RI Umumkan DHE Wajib Parkir 1 Tahun, Rupiah Langsung Menguat!;0
Jokowi: Konser Taylor Swift di Singapura Bikin Duit Warga Lari dari RI;0
IHSG Akhir Pekan Sepanjang Hari di Zona Merah;1
Bicara Efek Donald Trump, Bos BI Beberkan 5 Tanda Ekonomi Dunia Tak Pasti;1
IHSG Sesi I Merosot 0,90%, Saham Perbankan Raksasa RI Berguguran Termasuk BCA;0
Prediksi IHSG Hari Ini Menguat ke 7.300, Cocoknya Beli Saham Apa?;2
Harga Bitcoin Masih Rp 900 Jutaan Jelang Pekan Pesta Buat Investor;0
Masih Ada Peluang Tumbuh, Begini Tantangan Reksa Dana di RI;2
5 Tips Hadapi Pasar Sam Kebakaran dari Para Ahli;1
Asing Kabur, IHSG Ambrol 2%, Begini Kata Analis!;0
OJK Terbitkan 2 Aturan Terkait Kecukupan Likuiditas Bagi Bank Umum;1
China Kucurkan Rp 660 T Buat Geber Sektor Properti yang Krisis;2
Bos BI Beberkan Dampak Donald Trump Menang Pilpres AS ke Ekonomi RI;2
IHSG Diprediksi Melemah Jelang Akhir Pekan, Cek Rekomendasi Saham Hari Ini;0
Kemenkeu Sebut Konflik Iran Vs Israel Bisa Ganggu Ekonomi RI;0
Skema Dana Abadi untuk Subsidi KPR Bisa Ringankan Beban APBN?;1
IHSG Kembali Dibuka Menguat ke 7.341, Menguat 0,15%;2
Aset Obligor Rp 25 M Dilelang Satgas BLBI;1
Begini Kinerja Bisnis Gadai di Akhir Tahun;1
Dolar AS Pagi Ini Perkasa di Rp 15.814, Naik 0,23%;2
Menanti Kado Santa, Rupiah Potensi Menguat Hari Ini!;0
BEI Ungkap Investor Bakal Bisa Short Sell 10 Saham Ini;1
Penjualan Properti Merosot 40%, Pinjol Disebut Biang Keroknya;0
Sri Mulyani Bagikan 6 Kengerian Global, Warga RI Siap?;1
Dolar AS Keok Lawan Mata Uang Asia, Rupiah Gimana?;1
Jokowi Perkirakan Dolar AS Tahun Depan di Level Rp 16.100;1
Sambut Long Weekend, Rupiah Libas Dolar;1
3 Tersangka Penipu Incar Lansia di Kelapa Gading Ternyata Residivis;1
Mengawal Indonesia di Olimpiade Paris hingga Sunsetalk Bersama Warren Hue;1
Pesta Bola Indonesia: Libas Laos hingga Masuk Kualifikasi Piala Dunia;1
Baht Terlalu Perkasa, Ekonomi Thailand dalam Bahaya;0
Bos OJK Blak-blakan Kondisi Perbankan RI di Tengah Gejolak Geopolitik;0
Perbankan RI Raup Untung Kala Suku Bunga dan Dolar AS Lagi Tinggi, Kok Bisa?;0
Video: IHSG & Rupiah Anjlok Usai Libur Panjang, Efek Sentimen Apa Nih?;0
Breaking! IHSG Anjlok 2% Lebih, 2 Saham Prajogo Turun Tajam;0
Uang Beredar di RI Agustus 2024 Tembus Rp 8.973 Triliun;2
Ara Bicara soal Cara Dapat Rumah Gratis di Tangerang;1
Bank Dunia: Pertumbuhan Ekonomi RI Lebih Kencang dari Global;2
Ekonom Sebut Pandemi Jadi Pukulan Sekaligus Peluang buat Ekonomi RI;2
IHSG Ditutup di Zona Merah, Turun ke Level 7.760;0
Berebut Posisi Potus;1
Aduh! IHSG Melempem Hari Ini ke 7.082;0
Kredit Bermasalah BPR Kian Membengkak, Ini Penyebabnya Kata OJK;0
Pemalsuan Kredit Rp 100 M di BPD NTT Terbongkar, 2 Orang Jadi Tersangka;1
Sehari Dana Asing Rp 1 T Keluar dari Bursa Saham RI, Ada Apa?;0
BTN Usulkan 2 Skema Subsidi Baru untuk Kurangi Backlog Perumahan;1
Prabowo Wajibkan DHE Parkir Setahun, IHSG Dibuka Melesat;2
Keok di Hadapan Rupiah, Dolar AS Nyender di Rp 15.600-an;1
IHSG Ditutup di Zona Merah;1
Dolar AS Lengser ke Level Rp 16.197 Pagi Ini;2
Cetak Laba Rp 29,9 T, BRI Optimistis Raih Kinerja Positif Berkelanjutan;2
Subsidi Bengkak-Mau Dibatasi, Faisal Basri: Kemungkinan Harga BBM Naik!;2
Pedagang Mie dan Bakso Ramai-ramai Gunakan QRIS;1
Menata Sistem Akselerasi Ekonomi Nasional;1
IHSG Hari Ini Diprediksi Melemah Terbatas;0
Sempat Dibuka Hijau, IHSG Tiba-tiba Terjun ke Zona Merah;1
Kata OJK soal Perkembangan Merger Bank Nobu dan MNC;1
Dolar AS Makin Perkasa, Tekan Rupiah ke Level Rp 15.692;2
Pakistan Minta Tambahan Utang IMF Demi Selamatkan Ekonomi;1
Begini Jurus BI cs Dorong Pengembangan Pasar Uang;1
Dolar AS Sempat Balik ke Rp 16.000, Gubernur BI: Nggak Usah Kaget;1
Menanti Skuad Pelatih Lokal Kluivert Hingga Persiapan Pertarungan U-20;1
Ekonomi RI Diprediksi Tumbuh Antara 4,8-5,6% Tahun Depan;2
Likuiditas Jadi Momok! Bank Mandiri Banting Setir Pakai Strategi Ini;0
OJK: Pelemahan IHSG Dipengaruhi Sentimen Global dan Pelemahan Rupiah;0
Tarif Trump hingga Pemangkasan Anggaran Buat IHSG Longsor, Ini Saran Analis;0
IHSG Dibuka Menguat ke 7.101 Jelang Akhir Pekan;2
Tantangan Muhammad Yunus di Bangladesh: Redam Inflasi-Buka Lapangan Kerja;1
Terbang ke China, Menperin Bujuk Wuling-Chery Genjot Investasi;2
Gubernur BI Bertemu Prabowo di Istana;1
Tokcer! BI Sebut Kredit Perbankan Tumbuh 12,40% di Kuartal I;2
Pagi yang Cerah Lihat IHSG Dibuka Naik Nyaris 1%;2
IHSG Hari Ini Bangkit ke 7.312;0
Begini Jurus BTN Bidik Dana Murah hingga Akhir 2024;1
Video: Rupiah Semringah Saat IHSG Terperosok ke Level 6.500-an;0
Pakar Bahas APBN 2025 buat Atasi Inflasi-Daya Beli di Outlook Ekonomi DPR;2
